model,fold,RMSE,MAE,Spearman,NDCG@20,Hit@20
GCN,1,2.7423141754539637,2.25286602973938,0.18095925228829024,0.6994424559042163,0.9655172413793104
GCN,2,2.3919238383119374,1.89995276927948,0.3561735439549158,0.7681269918231434,1.0
GCN,3,2.509883892671851,2.0692970752716064,0.23464834903730983,0.7452149434084303,1.0
GCN,4,2.4836923873048087,2.0028579235076904,0.39666429844755446,0.8417330162299408,1.0
GCN,5,2.6222243393424303,2.126032590866089,0.12666002049093245,0.7014440037690195,1.0
GCN,mean,2.550007726616998,2.070201277732849,0.25902109284380054,0.7511922822269501,0.993103448275862
GCN,spearman_std,,,0.10255865236219404,,
